RepRapFirmware height map file v2 generated at 2020-06-01 12:04, min error -0.076, max error 0.042, mean -0.042, deviation 0.033
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
-100.00,100.00,-70.00,100.00,-1.00,40.00,40.00,6,5
  0.031, -0.041, -0.068, -0.076, -0.076, -0.021
  0.042, -0.047, -0.064, -0.067, -0.054, -0.008
 -0.008, -0.059, -0.070, -0.062, -0.056, -0.026
 -0.054, -0.058, -0.059, -0.066, -0.040, -0.004
 -0.068, -0.069, -0.076, -0.053, -0.014,  0.030
